rider_id,date,location,rides,on_time_rides,cancelled_rides,missed_rides,distance_km,overhead_distance_km,earnings,peak_bonus,waiting_earnings,fuel_cost,idle_minutes,work_hours,customer_rating,avg_speed_kmph,network_downtime
R477UY,2025-08-19,Kolkata,16,14,3,0,69.13,16.57,598.75,100,28.45,211.87,55,5.68,4.73,27.9,3
R477UY,2025-08-20,Kolkata,,,,,,,,,,,,,,,
R477UY,2025-08-21,Kolkata,9,7,3,1,47.05,6.24,416.11,0,8.94,131.74,95,4.82,4.02,21.3,3
R477UY,2025-08-22,Kolkata,12,8,0,0,52.69,3.84,520.37,80,16.75,139.75,67,4.4,4.22,26.06,1
R477UY,2025-08-23,Kolkata,13,12,2,1,55.06,13.11,534.78,80,10.54,168.54,53,4.87,4.63,22.01,0
R477UY,2025-08-24,Kolkata,25,18,2,0,99.21,5.92,1000.46,120,18.26,259.88,26,5.56,4.23,28.45,5
R477UY,2025-08-25,Kolkata,16,11,2,0,69.31,12.75,767.91,100,23.65,202.85,45,5.92,4.13,23.48,3
R477UY,2025-08-26,Kolkata,8,7,3,1,38.39,6.31,362.37,0,5.88,110.5,49,2.9,4.44,27.29,2
R477UY,2025-08-27,Kolkata,,,,,,,,,,,,,,,
R477UY,2025-08-28,Kolkata,7,5,3,0,32.08,5.99,306.95,0,6.63,94.11,91,3.4,4.24,26.08,5
R477UY,2025-08-29,Kolkata,8,6,2,0,43.37,4.36,451.78,0,10.7,118.0,42,3.24,4.68,27.84,3
R477UY,2025-08-30,Kolkata,21,14,0,2,75.86,22.61,709.53,120,13.99,243.42,28,5.01,4.3,29.57,1
R477UY,2025-08-31,Kolkata,18,11,0,3,73.47,12.48,769.06,100,12.46,212.49,26,5.22,4.27,23.56,4
R482CI,2025-07-01,Delhi,17,14,1,1,68.38,8.7,793.55,100,10.43,138.83,40,5.23,4.8,21.36,0
R482CI,2025-07-02,Delhi,9,8,0,0,49.46,3.57,449.34,0,13.76,95.51,91,4.43,4.67,27.85,0
R482CI,2025-07-03,Delhi,14,10,2,0,65.41,2.22,587.98,80,17.98,121.82,48,4.95,4.01,24.38,4
R482CI,2025-07-04,Delhi,17,12,1,2,70.38,19.25,561.4,100,24.0,161.44,33,6.35,4.28,22.13,3
R482CI,2025-07-05,Delhi,14,12,0,1,68.01,14.14,741.19,80,14.78,147.96,59,5.06,4.65,25.89,4
R482CI,2025-07-06,Delhi,28,25,1,2,105.16,26.11,924.28,120,28.77,236.44,22,8.46,4.59,20.8,0
R482CI,2025-07-07,Delhi,,,,,,,,,,,,,,,
R482CI,2025-07-08,Delhi,11,8,1,0,48.64,6.33,541.85,80,13.2,99.0,56,4.63,4.31,21.42,0
R482CI,2025-07-09,Delhi,18,16,0,0,77.28,12.76,756.35,100,22.98,162.17,39,5.42,4.69,28.22,2
R482CI,2025-07-10,Delhi,13,9,2,0,56.52,6.48,553.06,80,14.79,113.47,52,4.71,4.88,23.58,4
R482CI,2025-07-11,Delhi,9,7,3,0,38.86,2.0,372.54,0,11.1,73.61,82,3.97,4.39,22.46,4
R482CI,2025-07-12,Delhi,17,15,1,2,70.21,10.43,650.78,100,28.72,145.23,30,5.6,4.81,25.49,0
R482CI,2025-07-13,Delhi,,,,,,,,,,,,,,,
R482CI,2025-07-14,Delhi,8,6,2,2,34.85,7.66,399.35,0,10.92,76.57,58,3.56,4.49,22.41,4
R482CI,2025-07-15,Delhi,16,11,2,0,71.45,13.23,716.99,100,26.55,152.51,26,5.44,4.06,26.73,3
R482CI,2025-07-16,Delhi,10,7,3,1,45.53,2.99,455.76,80,10.66,87.38,38,3.1,4.34,27.77,0
R482CI,2025-07-17,Delhi,8,7,0,0,34.82,7.32,339.7,0,10.11,75.9,46,3.7,4.4,20.86,3
R482CI,2025-07-18,Delhi,18,13,0,1,81.49,17.17,900.25,100,25.71,177.7,40,6.59,4.21,25.13,1
R482CI,2025-07-19,Delhi,,,,,,,,,,,,,,,
R482CI,2025-07-20,Delhi,21,14,0,2,75.55,9.13,750.98,120,39.83,152.53,32,6.41,4.32,24.48,4
R482CI,2025-07-21,Delhi,18,13,1,2,79.09,7.77,825.52,100,23.07,156.44,52,6.49,4.72,22.83,5
R482CI,2025-07-22,Delhi,12,8,3,1,56.67,3.35,545.4,80,9.31,108.1,40,3.96,4.03,23.66,2
R482CI,2025-07-23,Delhi,13,10,0,0,54.18,11.96,466.77,80,17.39,119.13,39,4.45,4.77,27.15,2
R482CI,2025-07-24,Delhi,18,16,3,2,69.63,14.65,642.16,100,13.51,151.8,60,5.49,4.53,24.24,3
R482CI,2025-07-25,Delhi,10,7,0,2,49.75,10.66,493.92,80,13.85,108.8,52,4.24,4.07,24.57,3
R482CI,2025-07-26,Delhi,,,,,,,,,,,,,,,
R482CI,2025-07-27,Delhi,25,22,1,3,97.54,24.15,972.42,120,33.09,219.18,29,8.37,4.54,21.86,5
R482CI,2025-07-28,Delhi,8,6,1,2,35.99,3.97,318.74,0,7.66,71.99,90,3.81,4.83,21.56,0
R482CI,2025-07-29,Delhi,9,7,3,0,47.57,6.58,467.55,0,15.24,97.52,56,4.11,4.66,24.99,2
R482CI,2025-07-30,Delhi,13,9,3,1,59.08,6.8,461.42,80,13.88,118.65,56,4.5,4.62,24.73,5
R482CI,2025-07-31,Delhi,8,6,1,1,34.2,4.19,357.61,0,10.93,69.14,71,3.39,4.5,25.2,5
R482CI,2025-08-01,Delhi,,,,,,,,,,,,,,,
R482CI,2025-08-02,Delhi,23,15,0,2,78.95,3.17,833.95,120,21.86,147.91,26,6.42,4.03,20.59,5
R482CI,2025-08-03,Delhi,19,12,1,3,77.82,5.62,873.72,100,25.78,150.28,51,6.04,4.31,23.55,0
R482CI,2025-08-04,Delhi,16,12,2,0,69.39,12.61,744.18,100,25.46,147.69,45,6.13,4.49,21.93,2
R482CI,2025-08-05,Delhi,10,7,2,0,42.0,9.1,479.56,80,10.24,92.04,41,3.39,4.69,28.86,0
R482CI,2025-08-06,Delhi,10,7,2,2,45.66,4.16,438.9,80,10.47,89.73,41,3.74,4.24,23.39,5
R482CI,2025-08-07,Delhi,,,,,,,,,,,,,,,
R482CI,2025-08-08,Delhi,8,5,1,1,39.21,7.86,327.64,0,8.06,84.77,87,3.9,4.29,24.15,5
R482CI,2025-08-09,Delhi,15,12,0,1,73.78,14.53,763.01,80,17.61,159.06,36,4.91,4.86,29.49,5
R482CI,2025-08-10,Delhi,23,20,0,3,87.91,20.86,879.42,120,34.3,195.91,35,7.6,4.47,24.4,0
R482CI,2025-08-11,Delhi,16,14,2,0,72.71,1.31,682.55,100,14.28,133.32,49,4.68,4.47,27.05,0
R482CI,2025-08-12,Delhi,14,11,3,1,61.11,9.43,647.99,80,12.15,127.05,63,4.57,4.7,26.85,1
R482CI,2025-08-13,Delhi,8,6,1,0,36.88,1.86,353.2,0,12.09,69.77,83,3.99,4.26,21.25,0
R482CI,2025-08-14,Delhi,,,,,,,,,,,,,,,
R482CI,2025-08-15,Delhi,26,23,1,0,94.26,22.28,1011.66,120,33.34,209.89,50,8.13,4.85,24.67,3
R482CI,2025-08-16,Delhi,25,17,1,1,89.84,25.65,743.2,120,20.81,208.01,50,6.27,4.17,28.83,4
R482CI,2025-08-17,Delhi,28,18,0,2,108.3,4.92,1238.31,120,38.73,203.92,28,7.75,4.0,23.23,5
R482CI,2025-08-18,Delhi,14,11,1,2,69.37,11.96,781.44,80,24.44,146.49,54,6.47,4.45,20.54,2
R482CI,2025-08-19,Delhi,14,8,1,0,62.71,14.75,702.02,80,15.83,139.51,58,5.4,4.08,23.93,2
R482CI,2025-08-20,Delhi,14,10,3,1,65.38,10.63,713.66,80,18.84,136.9,40,5.47,4.11,23.14,1
R482CI,2025-08-21,Delhi,,,,,,,,,,,,,,,
R482CI,2025-08-22,Delhi,11,9,3,0,49.93,1.94,440.18,80,14.83,93.42,58,3.97,4.86,26.36,3
R482CI,2025-08-23,Delhi,24,20,0,1,90.19,22.0,835.35,120,21.73,202.08,37,6.66,4.44,26.88,1
R482CI,2025-08-24,Delhi,23,15,1,3,86.6,25.71,976.81,120,24.08,202.3,41,6.05,4.37,29.44,0
R482CI,2025-08-25,Delhi,14,9,2,0,66.35,1.78,616.42,80,9.62,122.71,60,4.3,4.0,28.14,3
R482CI,2025-08-26,Delhi,14,10,0,2,65.13,15.53,626.27,80,13.65,145.26,65,4.81,4.41,28.11,2
R482CI,2025-08-27,Delhi,28,23,1,3,105.11,33.17,975.84,120,26.25,249.07,32,8.73,4.56,21.89,3
R482CI,2025-08-28,Delhi,,,,,,,,,,,,,,,
R482CI,2025-08-29,Delhi,11,10,1,0,52.98,4.89,507.68,80,9.53,104.24,55,4.41,4.55,20.89,1
R482CI,2025-08-30,Delhi,27,20,1,0,100.76,27.03,927.89,120,28.09,230.17,47,8.47,4.59,21.5,2
R482CI,2025-08-31,Delhi,27,24,1,3,100.27,7.76,1014.67,120,35.13,194.58,43,8.61,4.81,20.6,4
R941IY,2025-07-01,Kolkata,7,5,0,2,34.28,1.04,367.49,0,11.45,70.12,66,3.16,4.74,28.05,4
R941IY,2025-07-02,Kolkata,16,14,1,2,70.27,9.4,672.64,100,17.38,158.16,31,4.98,4.72,25.98,2
R941IY,2025-07-03,Kolkata,15,11,0,0,69.68,6.82,698.42,80,12.88,151.88,51,5.23,4.66,22.65,4
R941IY,2025-07-04,Kolkata,14,11,2,2,59.72,6.39,583.46,80,11.76,131.24,67,5.33,4.67,20.16,3
R941IY,2025-07-05,Kolkata,23,18,1,1,85.03,16.9,706.44,120,17.09,202.35,40,5.59,4.78,29.64,4
R941IY,2025-07-06,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-07-07,Kolkata,11,8,2,1,51.81,5.18,549.15,80,11.12,113.14,47,4.14,4.08,22.4,3
R941IY,2025-07-08,Kolkata,16,12,3,2,68.54,14.65,709.13,100,18.01,165.15,43,5.96,4.84,23.13,0
R941IY,2025-07-09,Kolkata,15,10,3,2,66.76,10.37,765.58,80,16.1,153.12,69,5.21,4.37,27.52,1
R941IY,2025-07-10,Kolkata,7,6,1,2,29.99,6.29,276.38,0,5.98,72.02,73,3.47,4.64,20.85,1
R941IY,2025-07-11,Kolkata,15,12,3,2,69.92,4.71,562.94,80,16.96,148.14,67,5.06,4.43,29.84,4
R941IY,2025-07-12,Kolkata,12,10,2,1,52.85,5.75,635.05,80,12.71,116.33,46,3.84,4.89,27.04,4
R941IY,2025-07-13,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-07-14,Kolkata,11,9,2,0,51.98,0.82,507.77,80,15.97,104.81,42,4.16,4.86,21.27,1
R941IY,2025-07-15,Kolkata,11,7,1,0,57.84,7.97,562.07,80,13.94,130.64,33,4.34,4.32,24.0,1
R941IY,2025-07-16,Kolkata,11,8,0,1,50.0,10.06,465.2,80,14.45,119.24,67,5.11,4.33,22.07,5
R941IY,2025-07-17,Kolkata,13,10,1,2,56.14,3.21,483.35,80,15.73,117.8,56,4.21,4.84,28.86,5
R941IY,2025-07-18,Kolkata,10,9,1,1,45.86,10.76,406.51,80,13.08,112.4,49,4.66,4.74,20.58,3
R941IY,2025-07-19,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-07-20,Kolkata,28,20,0,0,101.56,5.44,978.69,120,37.79,212.43,37,7.37,4.5,27.38,4
R941IY,2025-07-21,Kolkata,16,12,3,0,63.37,14.78,638.26,100,26.88,155.14,43,5.79,4.77,23.99,5
R941IY,2025-07-22,Kolkata,7,5,0,1,34.02,6.15,296.33,0,8.66,79.74,48,3.38,4.29,20.6,1
R941IY,2025-07-23,Kolkata,9,5,0,2,43.37,5.42,447.83,0,9.19,96.86,81,4.14,4.28,21.81,2
R941IY,2025-07-24,Kolkata,12,8,1,0,52.73,14.13,535.13,80,11.23,132.74,57,4.22,4.35,28.22,3
R941IY,2025-07-25,Kolkata,16,10,3,1,69.99,9.02,710.93,100,9.63,156.86,36,5.36,4.11,20.42,0
R941IY,2025-07-26,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-07-27,Kolkata,14,12,2,2,58.73,14.89,633.36,80,18.6,146.15,33,5.35,4.47,20.83,4
R941IY,2025-07-28,Kolkata,14,10,0,0,66.57,12.06,519.74,80,13.78,156.1,35,4.63,4.01,24.85,5
R941IY,2025-07-29,Kolkata,15,12,3,0,67.95,9.43,633.06,80,12.33,153.62,58,4.66,4.83,29.02,4
R941IY,2025-07-30,Kolkata,7,6,2,2,35.08,4.29,384.01,0,11.64,78.17,74,3.73,4.53,22.21,0
R941IY,2025-07-31,Kolkata,14,10,3,0,63.84,8.61,600.56,80,23.51,143.84,42,5.79,4.83,20.72,4
R941IY,2025-08-01,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-08-02,Kolkata,18,13,1,1,78.63,4.07,839.71,100,25.91,164.16,31,5.39,4.2,25.02,2
R941IY,2025-08-03,Kolkata,22,16,2,2,83.31,7.63,851.39,120,33.87,180.52,39,6.06,4.48,28.1,4
R941IY,2025-08-04,Kolkata,10,8,1,2,41.9,9.14,426.84,80,13.6,101.32,51,4.05,4.72,24.49,2
R941IY,2025-08-05,Kolkata,13,9,3,0,63.15,13.91,645.05,80,17.32,152.98,66,5.68,4.76,24.56,0
R941IY,2025-08-06,Kolkata,16,11,0,1,68.27,9.93,579.75,100,11.14,155.25,57,5.07,4.55,24.07,3
R941IY,2025-08-07,Kolkata,10,7,1,1,44.87,9.51,483.28,80,8.06,107.95,38,3.94,4.26,20.08,4
R941IY,2025-08-08,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-08-09,Kolkata,28,21,0,1,99.19,12.8,1063.44,120,19.05,222.32,30,5.76,4.7,29.81,1
R941IY,2025-08-10,Kolkata,28,22,2,1,103.14,17.93,910.06,120,27.24,240.35,20,8.09,4.42,20.51,0
R941IY,2025-08-11,Kolkata,9,6,1,1,42.08,6.36,427.33,0,12.66,96.15,72,4.49,4.14,21.55,2
R941IY,2025-08-12,Kolkata,13,8,2,2,65.97,2.59,645.45,80,10.2,136.1,30,4.21,4.34,24.14,5
R941IY,2025-08-13,Kolkata,11,10,1,1,51.42,12.87,496.23,80,18.74,127.62,43,4.9,4.6,21.97,4
R941IY,2025-08-14,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-08-15,Kolkata,18,13,1,1,76.91,20.89,676.68,100,12.91,194.16,33,5.82,4.36,23.96,1
R941IY,2025-08-16,Kolkata,18,16,1,0,74.76,13.32,627.67,100,16.58,174.87,47,4.92,4.67,28.47,2
R941IY,2025-08-17,Kolkata,20,17,1,1,91.45,3.67,891.78,100,23.77,188.85,42,7.19,4.6,22.12,3
R941IY,2025-08-18,Kolkata,10,6,1,2,43.53,0.94,449.56,80,8.95,88.28,52,3.55,4.34,22.63,2
R941IY,2025-08-19,Kolkata,12,10,3,1,54.03,10.31,462.81,80,11.76,127.73,52,5.05,4.55,20.23,0
R941IY,2025-08-20,Kolkata,10,9,1,0,41.56,6.07,346.94,80,12.91,94.55,56,4.13,4.71,22.05,2
R941IY,2025-08-21,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-08-22,Kolkata,11,7,2,1,49.56,4.35,554.13,80,16.7,107.02,39,4.33,4.12,21.29,4
R941IY,2025-08-23,Kolkata,11,9,1,2,56.33,4.79,453.96,80,8.87,121.33,50,4.46,4.77,21.42,5
R941IY,2025-08-24,Kolkata,19,15,2,3,80.85,21.71,819.14,100,17.96,203.61,46,5.51,4.74,28.62,0
R941IY,2025-08-25,Kolkata,10,6,1,1,44.08,8.42,367.51,80,5.73,104.23,51,3.48,4.19,24.8,1
R941IY,2025-08-26,Kolkata,9,6,0,2,40.31,10.34,385.6,0,8.49,100.55,54,3.86,4.29,21.86,3
R941IY,2025-08-27,Kolkata,,,,,,,,,,,,,,,
R941IY,2025-08-28,Kolkata,9,7,0,0,49.51,4.58,461.26,0,7.77,107.39,50,3.71,4.64,23.63,2
R941IY,2025-08-29,Kolkata,7,5,1,2,34.44,5.59,346.04,0,4.73,79.45,81,3.65,4.2,21.5,2
R941IY,2025-08-30,Kolkata,14,11,0,1,56.8,1.63,545.09,80,20.56,116.0,42,4.51,4.68,25.51,4
R941IY,2025-08-31,Kolkata,14,10,0,3,63.58,14.26,567.08,80,21.72,154.52,33,4.79,4.14,26.45,0
R590ZU,2025-07-01,Kolkata,14,12,3,2,59.55,4.58,531.44,80,17.66,155.49,69,4.92,4.67,29.49,0
R590ZU,2025-07-02,Kolkata,10,7,0,0,39.73,0.77,357.61,80,12.77,98.22,66,3.7,4.36,22.33,2
R590ZU,2025-07-03,Kolkata,10,7,1,1,41.65,5.74,439.91,80,9.65,114.91,51,3.28,4.26,28.1,3
R590ZU,2025-07-04,Kolkata,11,7,0,1,45.01,8.12,465.4,80,19.31,128.81,47,4.24,4.05,23.54,3
R590ZU,2025-07-05,Kolkata,23,21,2,0,90.23,9.42,991.15,120,25.77,241.62,46,6.8,4.87,22.76,4
R590ZU,2025-07-06,Kolkata,19,14,1,0,81.93,19.24,921.77,100,21.25,245.29,33,6.43,4.12,22.64,3
R590ZU,2025-07-07,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-07-08,Kolkata,10,7,0,0,43.04,4.27,420.71,80,13.51,114.69,70,3.96,4.05,23.96,5
R590ZU,2025-07-09,Kolkata,7,5,1,0,36.27,6.48,312.98,0,8.47,103.65,87,4.03,4.86,22.0,0
R590ZU,2025-07-10,Kolkata,9,6,1,0,37.54,10.06,386.95,0,10.95,115.42,97,4.55,4.71,21.75,2
R590ZU,2025-07-11,Kolkata,8,6,1,2,33.11,4.71,294.19,0,6.73,91.71,96,3.87,4.58,20.69,1
R590ZU,2025-07-12,Kolkata,15,9,1,0,70.99,7.35,846.01,80,11.45,189.94,54,4.66,4.3,28.9,5
R590ZU,2025-07-13,Kolkata,18,11,1,1,78.28,15.27,838.34,100,26.01,226.83,31,6.39,4.23,23.6,3
R590ZU,2025-07-14,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-07-15,Kolkata,15,11,1,2,70.24,4.06,665.81,80,16.14,180.15,33,5.28,4.83,22.39,2
R590ZU,2025-07-16,Kolkata,16,12,3,1,69.24,5.47,590.74,100,12.01,181.13,36,4.86,4.51,22.34,2
R590ZU,2025-07-17,Kolkata,11,10,2,0,54.15,12.53,558.42,80,20.52,161.68,50,5.0,4.64,22.69,5
R590ZU,2025-07-18,Kolkata,10,7,3,1,41.51,9.5,470.17,80,9.72,123.7,33,3.8,4.32,21.23,3
R590ZU,2025-07-19,Kolkata,11,7,2,2,53.07,5.86,475.93,80,9.98,142.89,57,4.06,4.19,25.39,3
R590ZU,2025-07-20,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-07-21,Kolkata,14,9,2,2,64.1,14.41,577.4,80,17.58,190.36,44,5.18,4.19,25.41,5
R590ZU,2025-07-22,Kolkata,8,6,2,2,38.15,6.09,451.51,0,11.45,107.26,57,3.71,4.3,21.9,4
R590ZU,2025-07-23,Kolkata,11,7,1,1,55.6,10.94,480.53,80,8.82,161.36,52,4.18,4.07,26.38,2
R590ZU,2025-07-24,Kolkata,16,13,2,0,66.04,5.91,629.86,100,12.67,174.45,53,4.77,4.52,25.08,0
R590ZU,2025-07-25,Kolkata,9,6,3,2,45.44,4.36,400.66,0,9.3,120.74,41,3.67,4.34,21.43,5
R590ZU,2025-07-26,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-07-27,Kolkata,14,11,0,2,61.3,2.76,636.02,80,17.98,155.31,59,5.08,4.51,22.56,5
R590ZU,2025-07-28,Kolkata,16,13,3,0,66.63,15.89,561.08,100,27.72,200.09,55,5.58,4.48,27.98,5
R590ZU,2025-07-29,Kolkata,14,10,1,2,63.54,11.93,590.47,80,13.68,182.98,50,4.86,4.46,24.37,2
R590ZU,2025-07-30,Kolkata,7,5,2,2,33.93,2.81,304.5,0,7.6,89.08,76,3.39,4.72,23.78,2
R590ZU,2025-07-31,Kolkata,15,10,0,0,71.06,15.75,567.21,80,16.82,210.48,41,5.91,4.18,20.81,0
R590ZU,2025-08-01,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-08-02,Kolkata,17,12,0,1,71.75,17.96,737.13,100,21.87,217.53,56,6.93,4.51,20.22,1
R590ZU,2025-08-03,Kolkata,28,23,1,3,95.57,6.23,865.72,120,45.57,246.84,20,7.72,4.54,22.23,0
R590ZU,2025-08-04,Kolkata,14,11,1,0,65.94,8.46,680.99,80,20.43,180.38,55,5.38,4.9,24.31,0
R590ZU,2025-08-05,Kolkata,13,12,2,0,58.54,5.2,457.93,80,13.59,154.53,31,4.64,4.57,21.38,4
R590ZU,2025-08-06,Kolkata,13,8,3,0,57.43,10.86,464.81,80,10.86,165.59,48,4.2,4.35,25.21,2
R590ZU,2025-08-07,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-08-08,Kolkata,11,9,3,1,55.7,1.74,639.71,80,16.43,139.28,48,4.58,4.86,20.6,0
R590ZU,2025-08-09,Kolkata,25,18,1,1,89.88,3.62,882.73,120,36.81,226.71,35,5.96,4.61,29.42,0
R590ZU,2025-08-10,Kolkata,25,20,0,3,99.29,13.65,773.89,120,22.42,273.84,49,7.21,4.7,25.74,4
R590ZU,2025-08-11,Kolkata,15,12,2,0,69.95,12.82,667.11,80,25.82,200.67,38,5.56,4.9,25.61,1
R590ZU,2025-08-12,Kolkata,12,9,1,1,55.12,6.65,437.54,80,14.38,149.78,30,4.21,4.72,22.12,4
R590ZU,2025-08-13,Kolkata,8,6,0,2,35.48,6.72,384.3,0,12.36,102.33,67,3.55,4.65,25.66,4
R590ZU,2025-08-14,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-08-15,Kolkata,28,19,0,2,104.2,23.96,982.38,120,18.12,310.73,47,8.42,4.19,21.13,3
R590ZU,2025-08-16,Kolkata,25,19,2,0,94.07,2.09,807.83,120,22.07,233.15,20,5.55,4.81,29.13,4
R590ZU,2025-08-17,Kolkata,16,11,1,1,71.2,2.32,724.7,100,23.53,178.25,30,5.4,4.2,23.22,3
R590ZU,2025-08-18,Kolkata,15,13,3,0,67.85,16.09,600.48,80,20.9,203.51,64,5.57,4.49,28.47,2
R590ZU,2025-08-19,Kolkata,10,7,2,0,51.43,0.77,461.77,80,17.34,126.56,55,4.28,4.04,22.67,3
R590ZU,2025-08-20,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-08-21,Kolkata,14,11,1,0,65.98,5.15,585.95,80,21.55,172.45,35,4.83,4.43,24.5,5
R590ZU,2025-08-22,Kolkata,7,5,3,1,33.24,7.73,288.17,0,5.4,99.32,71,3.2,4.25,26.25,3
R590ZU,2025-08-23,Kolkata,19,17,2,2,81.25,16.03,784.37,100,23.31,235.86,53,6.96,4.79,20.78,3
R590ZU,2025-08-24,Kolkata,28,20,1,3,105.47,24.86,927.25,120,48.55,316.0,42,8.41,4.4,27.3,0
R590ZU,2025-08-25,Kolkata,15,9,3,0,68.57,7.12,798.6,80,17.95,183.53,55,5.45,4.3,22.09,0
R590ZU,2025-08-26,Kolkata,13,10,1,1,52.55,13.38,481.24,80,15.06,159.87,49,4.76,4.42,23.23,5
R590ZU,2025-08-27,Kolkata,,,,,,,,,,,,,,,
R590ZU,2025-08-28,Kolkata,16,14,0,0,67.88,9.33,659.72,100,17.67,187.19,43,4.95,4.59,24.66,2
R590ZU,2025-08-29,Kolkata,13,10,3,1,58.4,8.22,594.4,80,9.86,161.54,35,3.67,4.15,28.51,1
R590ZU,2025-08-30,Kolkata,19,11,2,2,80.04,10.3,821.55,100,28.59,219.04,53,6.28,4.07,27.85,4
R590ZU,2025-08-31,Kolkata,14,10,0,3,59.87,9.85,512.44,80,21.26,169.06,62,5.72,4.14,20.57,1
R796AY,2025-07-01,Bangaluru,19,12,3,2,79.82,19.81,780.57,100,19.64,259.33,60,6.9,4.37,21.31,1
R796AY,2025-07-02,Bangaluru,16,14,1,1,68.95,5.8,586.92,100,24.02,194.58,56,6.41,4.69,20.07,9
R796AY,2025-07-03,Bangaluru,14,10,2,2,64.8,15.49,749.45,80,9.11,209.0,31,4.54,4.14,25.21,10
R796AY,2025-07-04,Bangaluru,13,11,1,2,59.35,10.16,541.67,80,17.46,180.91,54,5.42,4.64,22.17,7
R796AY,2025-07-05,Bangaluru,23,16,0,0,94.01,19.16,891.74,120,19.24,294.57,32,6.99,4.69,22.15,9
R796AY,2025-07-06,Bangaluru,28,22,0,0,105.0,18.19,1078.04,120,38.7,320.65,31,8.71,4.51,23.66,7
R796AY,2025-07-07,Bangaluru,,,,,,,,,,,,,,,
R796AY,2025-07-08,Bangaluru,14,9,3,0,69.1,2.33,810.02,80,12.63,185.94,37,4.44,4.02,26.18,0
R796AY,2025-07-09,Bangaluru,15,13,0,2,64.2,9.42,613.72,80,14.31,191.63,57,5.26,4.55,22.24,2
R796AY,2025-07-10,Bangaluru,15,11,1,1,69.13,5.85,691.09,80,17.75,195.15,48,5.1,4.75,24.35,3
R796AY,2025-07-11,Bangaluru,15,9,0,2,67.54,10.55,671.66,80,14.17,203.27,45,5.64,4.21,20.6,1
R796AY,2025-07-12,Bangaluru,19,12,0,2,85.2,8.14,695.28,100,27.0,242.94,37,6.71,4.22,20.91,1
R796AY,2025-07-13,Bangaluru,,,,,,,,,,,,,,,
R796AY,2025-07-14,Bangaluru,18,15,3,2,79.85,16.25,906.55,100,17.06,250.13,58,5.78,4.77,25.73,0
R796AY,2025-07-15,Bangaluru,8,7,3,1,39.67,1.74,399.96,0,10.49,107.78,76,3.77,4.62,24.3,0
R796AY,2025-07-16,Bangaluru,12,11,0,1,56.29,5.58,670.11,80,20.07,161.04,40,4.68,4.45,22.22,7
R796AY,2025-07-17,Bangaluru,10,7,2,2,43.29,6.65,399.12,80,10.98,129.99,40,3.81,4.47,21.26,1
R796AY,2025-07-18,Bangaluru,15,11,3,2,62.56,17.9,565.15,80,14.85,209.44,37,4.52,4.57,26.96,7
R796AY,2025-07-19,Bangaluru,22,14,1,0,78.25,24.99,832.8,120,39.48,268.71,40,7.71,4.25,22.05,10
R796AY,2025-07-20,Bangaluru,,,,,,,,,,,,,,,
R796AY,2025-07-21,Bangaluru,8,5,1,1,44.0,1.71,489.0,0,8.6,118.98,51,3.6,4.35,22.41,4
R796AY,2025-07-22,Bangaluru,9,6,2,0,43.95,9.63,399.92,0,8.23,139.45,91,3.98,4.18,28.28,10
R796AY,2025-07-23,Bangaluru,15,13,2,1,63.2,1.04,579.23,80,14.83,167.21,35,4.32,4.45,26.49,7
R796AY,2025-07-24,Bangaluru,14,12,3,0,62.65,6.78,501.31,80,11.62,180.7,67,5.02,4.48,23.47,3
R796AY,2025-07-25,Bangaluru,9,7,2,1,40.88,5.8,402.69,0,15.56,121.49,62,3.82,4.81,25.28,6
R796AY,2025-07-26,Bangaluru,18,15,1,0,75.44,14.58,707.15,100,14.12,234.3,39,4.58,4.59,29.96,6
R796AY,2025-07-27,Bangaluru,,,,,,,,,,,,,,,
R796AY,2025-07-28,Bangaluru,10,9,2,1,43.0,8.45,419.57,80,11.0,133.94,54,3.86,4.59,22.76,7
R796AY,2025-07-29,Bangaluru,12,9,1,2,55.24,3.72,661.61,80,14.38,153.45,64,4.7,4.27,21.54,3
R796AY,2025-07-30,Bangaluru,12,9,3,0,54.1,3.12,636.21,80,19.72,148.92,37,4.61,4.57,20.62,10
R796AY,2025-07-31,Bangaluru,12,8,0,0,53.22,13.59,484.02,80,15.65,173.9,54,5.0,4.28,22.54,3
R796AY,2025-08-01,Bangaluru,8,7,0,1,40.9,3.22,406.82,0,10.03,114.83,42,3.56,4.66,21.15,5
R796AY,2025-08-02,Bangaluru,23,14,0,1,80.09,8.55,824.37,120,36.37,230.72,30,5.84,4.29,29.96,8
